,Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
228,East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, number of departures",83096254.5053405,98955094.1773124,115589075.063509,135039428.488277,157724133.751546,172853201.374673,183823934.603881,194998127.266885,205242442.921186,,
229,Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, number of departures",117384256.310305,131333485.401608,144082171.260791,160599773.826263,152096463.651579,142535401.183866,144988766.48092,167148876.803953,178269340.627619,,
230,Togo,TGO,"International tourism, number of departures",,,,,,,,,,,
231,Thailand,THA,"International tourism, number of departures",5451000.0,5397000.0,5721000.0,5970000.0,6444000.0,6794000.0,8204000.0,8963000.0,9966000.0,,
232,Tajikistan,TJK,"International tourism, number of departures",,,15000.0,15000.0,19000.0,16000.0,22000.0,31000.0,31000.0,,
233,Turkmenistan,TKM,"International tourism, number of departures",,,,,,,,,,,
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, number of departures",42746099.5922341,48175423.5245702,51887494.8255558,53959581.5996331,57799227.9126325,61563465.5140772,65151060.791195,68050792.3804981,68127212.2050539,,
235,Timor-Leste,TLS,"International tourism, number of departures",,,,,,,,,,,
236,Middle East & North Africa (IDA & IBRD countries),TMN,"International tourism, number of departures",,,,,,,,,,,
237,Tonga,TON,"International tourism, number of departures",,,,,,,,,,,
238,South Asia (IDA & IBRD),TSA,"International tourism, number of departures",19125115.5531028,20658496.8691903,22014160.8856421,23161348.8390597,25431129.9501325,28138552.8270597,30194692.2477008,32864565.9790369,35959133.4949891,,
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, number of departures",,,,,,,,,,,
240,Trinidad and Tobago,TTO,"International tourism, number of departures",273000.0,,,,,,,,,,
