ISO3V10,Country,EPI_regions,GEO_subregion,Population2005,GDP_capita MRYA,landlock,landarea,density,EPI,ENVHEALTH,ECOSYSTEM,ENVHEALTH,AIR_E,WATER_E,BIODIVERSITY,PRODUCTIVE_NATURAL_RESOURCES,CLIMATE,DALY_SC,WATER_H,AIR_H,AIR_E,WATER_E,BIODIVERSITY,FOREST,FISH,AGRICULTURE,CLIMATE,ACSAT_pt,WATSUP_pt,DALY_pt,INDOOR_pt,PM10_pt,OZONE_H_pt,SO2_pt,OZONE_E_pt,WATQI_pt,WATQI_GEMS station data,FORGRO_pt,CRI_pt,EFFCON_pt,AZE_pt,MPAEEZ_pt,EEZTD_pt,MTI_pt,IRRSTR_pt,AGINT_pt,AGSUB_pt,BURNED_pt,PEST_pt,GHGCAP_pt,CO2IND_pt,CO2KWH_pt,ACSAT,WATSUP,DALY,INDOOR,PM10,OZONE_H,SO2,OZONE_E,WATQI,WATQI_GEMS station data,WATSTR,FORGRO,CRI,EFFCON,AZE,MPAEEZ,EEZTD,MTI,IRRSTR,AGINT,AGSUB,BURNED,PEST,GHGCAP,CO2IND,CO2KWH
ROU,Romania,Central and Eastern Europ,Central Europe,21711.5,8721.8,0,237056.1,15,71.9,77.8,66.1,77.8,95.5,66.2,30.1,77.8,70.4,92.8,35.1,90.4,95.5,66.2,30.1,100.0,73.2,60.4,70.4,43.3,27.0,92.8,75.9,100.0,100.0,90.9,100.0,51.3,51.3,100.0,32.8,22.2, ,71.0,98.1,48.2,91.6,33.1,22.7,54.4,100.0,92.5,61.2,57.5,51.5,57.0,4.0,22.9,16.0,0.0,3.8,13457.7,70.7,70.7,17.2,1.0,0.2,2.2, ,7.1,0.0,0.0,7.2,36.1,42.3,6.2,22.0,6.1,3.5,394.0
RUS,Russia,Central and Eastern Europ,Eastern Europe,143201.6,10350.0,0,16679992.73,0.4,83.9,96.3,71.4,96.3,96.1,73.0,79.2,82.3,62.9,99.5,89.9,96.3,96.1,73.0,79.2,100.0,83.9,63.1,62.9,84.8,94.9,99.5,90.7,100.0,100.0,92.5,99.8,48.3,48.3,100.0,87.9,74.5,100.0,26.0,83.9, ,96.3,57.0,87.5,74.6,0.0,74.5,50.7,63.6,87.0,97.0,0.3,8.8,20.0,0.5,3.2,827506.0,68.9,68.9,2.1,1.0,0.4,7.4,100.0,2.6, ,0.2,3.2,5.8,27.2,3.4,0.0,15.5,4.2,338.0
RWA,Rwanda,Sub-Saharan Africa,Eastern Africa,9037.7,1104.7,1,24348.89,85,54.9,32.2,77.5,32.2,99.0,62.8,72.2,89.0,78.0,15.3,44.0,54.3,99.0,62.8,72.2,100.0, ,78.0,78.0,32.2,55.9,15.3,0.0,85.9,99.8,98.1,99.8,25.6,,100.0,74.6,69.7, ,100.0, , ,100.0,78.8,100.0,93.2,18.2,95.6,100.0,38.3,42.0,74.0,47.0,95.0,36.7,4.3,0.8,668937.0,55.3,,0.0,2.5,0.4,7.0, ,10.0, , ,0.0,0.0,13.4,0.9,4.0,4.5,0.8,572.4
SAU,Saudi Arabia,Middle East and North Africa,Arabian Peninsula,24573.1,14768.8,0,1942660.31,0,72.8,85.5,60.2,85.5,98.9,21.5,95.5,82.5,50.5,98.2,85.8,59.8,98.9,21.5,95.5,100.0,77.7,69.9,50.5,85.3,86.4,98.2,94.7,4.7,99.9,98.1,99.8,0.0,,100.0,100.0,100.0, ,20.0,55.5,100.0,0.0,61.2,100.0,97.2,90.9,70.4,61.8,19.4,87.4,92.0,1.0,5.0,133.3,1.7,0.8,655933.0,39.9,,51.6,1.0,0.5,10.0, ,2.0,0.0,0.4,98.3,0.0,24.6,0.4,20.0,17.6,3.5,748.0
SDN,Sudan,Middle East and North Africa,Northern Africa,36233.0,2050.2,0,2492385.4,1.2,55.5,47.0,64.1,47.0,77.1,66.7,30.1,78.4,67.9,67.6,35.9,17.0,77.1,66.7,30.1,81.7,78.6,74.8,67.9,22.8,49.1,67.6,0.0,0.0,84.8,99.6,54.6,45.2,45.2,81.7,30.1,31.2, ,0.0,78.6, ,55.4,98.2,100.0,24.9,95.5,95.2,100.0,8.6,34.0,70.0,18.0,95.0,181.5,282.3,0.2,186080993.3,67.0,67.0,10.7,1.0,0.2,3.1, ,0.0, ,0.2,37.9,0.0,1.1,10.2,21.0,4.7,0.5,848.0
SEN,Senegal,Sub-Saharan Africa,Western Africa,11658.2,1598.6,0,196150.99,8,62.8,58.4,67.3,58.4,98.6,67.4,29.5,82.9,70.7,60.3,54.5,58.4,98.6,67.4,29.5,89.4,83.3,76.0,70.7,49.7,59.3,60.3,44.2,53.1,97.5,99.4,97.7,49.6,49.6,89.4,39.1,44.2, ,4.0,73.9,92.8,98.6,96.2,100.0,67.0,18.2,100.0,80.5,31.7,57.0,76.0,22.0,53.0,75.7,47.0,0.3,9263680.0,69.7,69.7,13.4,1.0,0.2,4.4, ,0.4,0.0,0.3,1.2,0.0,2.4,4.5,4.0,2.0,2.2,634.0
SLB,Solomon Islands,East Asia and the Pacific,South Pacific,477.7,1857.6,0,28707.41,0.1,52.3,59.6,44.9,59.6,100.0,57.3,1.8,71.2,40.8,74.8,34.2,54.6,100.0,57.3,1.8,47.2,95.2, ,40.8,19.3,49.1,74.8,0.0,86.6,100.0,99.9,100.0,14.7,,47.2,6.5,0.6,0.0,0.0,95.2, , , ,100.0, ,4.5,0.0,92.3,30.1,31.0,70.0,14.0,95.0,35.9,0.0,0.0,0.0,48.7,,0.0,0.9,0.0,0.1,0.0,0.0, ,0.0, ,0.0, , ,1.0,54.1,1.4,648.6
SLE,Sierra Leone,Sub-Saharan Africa,Western Africa,5525.5,752.5,0,72617.41,8.1,40.0,18.2,61.9,18.2,95.0,60.1,6.0,82.9,69.6,0.0,27.8,44.9,95.0,60.1,6.0,84.1,86.8,77.9,69.6,28.7,27.0,0.0,3.2,70.0,78.0,99.1,90.9,20.1,,84.1,12.9,5.0, ,0.0,73.7,100.0,100.0,100.0,100.0,84.9,4.5,89.4,89.4,30.1,39.0,57.0,78.0,92.0,55.7,407.3,0.4,37470000.6,52.0,,0.0,1.0,0.1,0.5, ,0.0,0.0,0.3,0.0,0.0,0.0,2.1,1.0,7.7,1.6,648.6
SLV,El Salvador,Latin America and Caribbe,Meso America,6881.0,4775.5,0,20278.94,77.7,77.2,81.8,72.6,81.8,97.9,78.5,4.3,73.6,88.5,91.0,64.2,80.9,97.9,78.5,4.3,47.2,88.3,85.2,88.5,55.6,72.8,91.0,65.3,87.0,100.0,95.8,100.0,57.1,,47.2,12.4,0.6, ,0.0,76.6,100.0,100.0,49.9,100.0,98.7,77.3,100.0,94.0,71.6,62.0,84.0,5.0,33.0,35.5,0.0,1.8,0.0,74.2,,0.0,0.9,0.1,0.1, ,0.0,0.0,0.2,0.0,0.0,31.7,0.2,17.0,2.0,1.3,263.0
SVK,Slovakia,Central and Eastern Europ,Central Europe,5400.9,15408.9,1,48874.99,27.2,86.0,99.1,72.9,99.1,90.9,75.7,53.5,89.3,71.2,99.6,99.4,97.9,90.9,75.7,53.5,100.0, ,78.5,71.2,98.8,100.0,99.6,94.7,100.0,100.0,81.8,100.0,51.3,51.3,100.0,59.7,47.3, ,100.0, , ,100.0,51.9,56.7,83.9,100.0,86.4,52.3,75.0,99.0,100.0,0.2,5.0,15.7,0.0,7.7,0.0,70.7,70.7,0.0,1.1,0.3,4.7, ,10.0, , ,0.0,20.2,30.4,2.2,22.0,9.3,4.1,232.0
SVN,Slovenia,Europe,Central Europe,1966.8,20890.2,0,20223.97,23.3,86.3,97.8,74.8,97.8,94.6,98.0,36.5,75.6,77.2,99.1,100.0,92.9,94.6,98.0,36.5,100.0,50.0,76.8,77.2,100.0,100.0,99.1,91.6,91.2,99.0,89.3,99.9,96.0,96.0,100.0,60.4,13.3, ,5.0,0.0,100.0,100.0,96.3,10.0,91.4,86.4,84.4,82.4,64.6,100.0,100.0,0.5,8.0,30.5,18.0,4.5,591641.0,97.6,97.6,0.0,1.1,0.3,1.3, ,0.5,0.0,1.0,0.0,42.0,2.3,1.2,19.0,10.3,2.1,328.0
SWE,Sweden,Europe,Western Europe,9041.3,30392.5,0,431704.25,2,93.1,99.4,86.9,99.4,98.1,97.1,58.0,85.9,91.6,99.8,100.0,97.9,98.1,97.1,58.0,100.0,78.4,79.3,91.6,100.0,100.0,99.8,94.7,100.0,99.8,96.3,99.9,94.6,94.6,100.0,75.8,52.3, ,26.0,76.8,80.0,100.0,75.0,22.8,98.9,100.0,89.8,89.9,95.1,100.0,100.0,0.1,5.0,12.2,3.5,1.6,321529.0,96.7,96.7,0.4,1.0,0.4,5.2, ,2.6,0.0,0.2,0.0,36.0,15.8,0.1,22.0,7.5,1.5,45.0
SWZ,Swaziland,Sub-Saharan Africa,Southern Africa,1032.4,4440.1,1,17409.73,0.3,61.3,61.1,61.6,61.1,99.6,62.5,50.6,84.3,54.1,69.4,37.3,68.2,99.6,62.5,50.6,95.5, ,73.1,54.1,39.2,35.5,69.4,32.8,88.0,99.1,99.2,99.9,29.4,,95.5,100.0,1.2, ,100.0, , ,100.0,100.0,100.0,61.0,4.5,27.6,93.0,41.6,48.0,62.0,17.0,63.8,34.2,17.5,0.3,308959.0,57.5,,4.0,1.0,0.5,0.1, ,10.0, , ,0.0,0.0,0.0,5.3,1.0,39.7,1.3,541.3
SYR,Syria,Middle East and North Africa,Mashriq,19043.4,3496.8,0,184365.81,25.9,68.2,84.5,51.8,84.5,97.6,19.3,11.7,82.9,59.7,92.8,88.2,64.3,97.6,19.3,11.7,100.0,71.4,77.3,59.7,88.3,88.1,92.8,66.3,44.4,100.0,95.3,100.0,0.0,,100.0,21.1,2.8, ,4.0,71.4, ,89.3,8.0,100.0,93.8,95.5,97.1,45.4,36.7,90.0,93.0,4.0,32.0,86.1,0.0,2.0,0.0,39.9,,55.6,1.1,0.1,0.3, ,0.4, ,0.3,9.1,0.0,58.2,0.8,21.0,3.7,4.6,587.0
TCD,Chad,Sub-Saharan Africa,Central Africa,9748.9,1340.7,1,1243139.16,0,45.9,18.4,73.3,18.4,86.9,51.8,79.9,84.0,73.3,27.9,0.8,17.2,86.9,51.8,79.9,86.4, ,81.7,73.3,0.0,1.5,27.9,0.0,10.2,65.6,99.7,74.1,21.8,,86.4,86.6,73.3, ,100.0, , ,86.9,100.0,100.0,66.9,54.5,89.7,100.0,30.1,9.0,42.0,40.0,95.0,126.7,636.9,0.1,106339000.3,53.0,,16.4,1.0,0.4,7.3, ,10.0, , ,11.2,0.0,0.0,4.5,12.0,7.6,0.7,648.6
TGO,Togo,Sub-Saharan Africa,Western Africa,6145.0,1306.0,0,57276.95,9.1,62.3,52.0,72.6,52.0,95.3,60.1,63.3,54.4,82.4,67.6,21.2,51.5,95.3,60.1,63.3,0.0,82.9,80.4,82.4,24.0,18.5,67.6,8.1,80.3,80.8,99.0,91.7,20.1,,0.0,100.0,38.7, ,1.0,65.8,100.0,100.0,47.0,100.0,82.5,72.7,98.3,100.0,48.9,35.0,52.0,18.0,87.3,43.4,356.0,0.4,33993100.8,52.0,,0.0,0.6,0.5,3.9, ,0.1,0.0,0.3,0.0,0.0,33.5,2.4,16.0,3.1,0.6,474.0
THA,Thailand,East Asia and the Pacific,South East Asia,64232.8,8065.1,0,513634.82,43.7,79.2,85.5,72.8,85.5,79.6,85.0,55.7,81.3,71.1,96.4,98.6,50.5,79.6,85.0,55.7,91.4,60.1,92.3,71.1,98.8,98.3,96.4,24.2,55.1,94.0,93.9,65.3,79.7,79.7,91.4,64.6,73.4, ,14.0,20.3,100.0,100.0,81.5,90.8,98.3,90.9,92.8,77.8,42.8,99.0,99.0,2.0,72.0,73.4,111.2,2.6,142235002.9,87.8,87.8,8.8,1.0,0.3,7.3, ,1.4,0.0,0.8,0.0,4.3,11.7,0.2,20.0,6.0,2.4,531.0
TJK,Tajikistan,Central and Eastern Europ,Central Asia,6507.0,1256.9,1,130110.95,11.7,72.3,62.2,82.5,62.2,99.8,63.7,43.8,81.8,98.2,82.0,36.5,48.3,99.8,63.7,43.8,83.5, ,80.1,98.2,42.7,30.4,82.0,0.0,70.9,99.4,99.8,99.8,42.8,,83.5,58.3,29.3, ,100.0, , ,93.1,98.9,100.0,94.8,13.6,97.6,100.0,97.1,51.0,59.0,10.0,95.0,54.5,10.6,0.1,983656.0,65.6,,14.0,1.0,0.3,2.9, ,10.0, , ,5.9,0.0,0.7,0.7,3.0,3.5,0.0,27.0
TKM,Turkmenistan,Central and Eastern Europ,Central Asia,4833.3,3415.7,1,460254.24,0.2,71.3,78.1,64.4,78.1,99.7,56.0,58.1,87.9,58.2,87.4,54.0,83.8,99.7,56.0,58.1,100.0, ,75.9,58.2,55.6,52.5,87.4,94.7,64.7,100.0,99.5,100.0,42.8,,100.0,99.2,16.9, ,100.0, , ,83.5,96.7,100.0,99.2,0.0,60.4,100.0,14.3,62.0,72.0,7.0,5.0,61.9,0.0,0.2,0.0,65.6,,27.9,1.0,0.5,1.7, ,10.0, , ,14.0,0.0,2.1,0.1,0.0,22.7,0.0,795.0
TTO,Trinidad & Tobago,Latin America and Caribbe,Caribbean,1305.2,14708.1,0,5202.12,56.6,70.4,88.4,52.3,88.4,90.6,79.7,47.5,95.7,28.7,98.2,92.4,64.8,90.6,79.7,47.5,100.0,91.4, ,28.7,100.0,84.7,98.2,91.6,20.5,100.0,81.2,100.0,59.4,,100.0,98.8,41.1,50.0,0.0,84.4,98.5,100.0,74.7,100.0, ,86.4,62.5,0.0,23.6,100.0,91.0,1.0,8.0,114.4,0.0,7.9,0.0,75.6,,0.0,1.0,0.5,4.1,50.0,0.0,0.0,0.2,0.0,0.0,16.0, ,19.0,21.7,13.5,709.0
TUN,Tunisia,Middle East and North Africa,Northern Africa,10102.5,7758.2,0,147881.49,17.4,78.1,92.9,63.3,92.9,97.4,41.2,22.4,68.7,77.1,96.4,85.3,93.5,97.4,41.2,22.4,100.0,53.2,53.0,77.1,82.5,88.1,96.4,94.7,88.9,100.0,94.7,100.0,39.7,39.7,100.0,50.3,8.9, ,1.0,6.3,100.0,76.8,0.0,75.7,99.1,13.6,97.2,86.1,48.0,85.0,93.0,2.0,5.0,33.2,0.5,2.2,64297.7,63.8,63.8,51.9,1.1,0.3,0.9, ,0.1,0.0,0.9,19.7,11.3,77.0,0.1,3.0,3.7,1.8,482.0
TUR,Turkey,Middle East and North Africa,Central Europe,73192.8,7842.2,0,768693.62,19.2,75.9,91.2,60.6,91.2,96.8,69.3,5.2,75.5,66.5,94.6,89.6,86.1,96.8,69.3,5.2,100.0,48.4,78.1,66.5,86.0,93.2,94.6,88.4,76.7,100.0,93.6,100.0,54.0,54.0,100.0,10.8,2.8,0.0,11.0,34.4,62.5,96.8,77.6,42.1,87.5,86.4,95.7,50.4,53.3,88.0,96.0,3.0,11.0,47.7,0.2,2.7,189136.0,72.3,72.3,13.9,1.0,0.1,0.3,0.0,1.1,0.0,0.7,2.7,27.0,14.2,1.7,19.0,4.5,4.2,433.0
TWN,Taiwan,East Asia and the Pacific,Northeast Asia,.,29600.0,0,36222.74,74.5,80.8,96.6,65.1,96.6,49.8,71.1,66.7,61.2,65.5,99.8,100.0,86.6,49.8,71.1,66.7, ,59.6,62.8,65.5,100.0,100.0,99.8,100.0,66.6,99.8,0.0,99.7,42.3,, ,100.0,100.0, ,0.0,19.2,100.0,100.0,100.0,13.9,100.0,0.0,82.3,82.5,31.9,100.0,100.0,0.1,0.0,59.7,3.5,48.3,1363569.9,65.3,,0.0, ,0.5,10.0, ,0.0,0.0,0.8,0.0,40.2,0.0,0.0,0.0,11.4,2.0,632.0
TZA,Tanzania,Sub-Saharan Africa,Southern Africa,38328.8,649.5,0,891021.57,6,63.9,52.2,75.6,52.2,99.3,68.0,87.2,72.7,72.8,53.1,36.7,65.7,99.3,68.0,87.2,73.3,79.1,65.8,72.8,38.0,35.5,53.1,21.6,93.0,99.6,99.6,98.9,48.0,48.0,73.3,100.0,92.8,88.9,14.0,83.3,74.9,77.4,99.9,100.0,33.5,18.2,97.5,86.3,34.6,47.0,62.0,26.0,74.5,28.3,7.7,0.2,4579139.8,68.7,68.7,10.8,0.9,0.5,9.3,88.9,1.4,0.0,0.2,19.2,0.0,0.1,9.0,4.0,3.5,1.8,607.0
UGA,Uganda,Sub-Saharan Africa,Eastern Africa,28816.2,1312.8,1,207069.18,36.2,61.6,41.6,81.6,41.6,99.0,63.3,78.9,53.4,94.5,36.9,32.7,59.9,99.0,63.3,78.9,52.4, ,54.4,94.5,33.3,32.1,36.9,0.0,100.0,99.4,99.3,98.8,28.0,28.0,52.4,99.9,87.0,50.0,100.0, , ,100.0,49.5,98.1,20.0,4.5,100.0,100.0,83.6,43.0,60.0,35.0,95.0,16.5,10.7,0.3,5101670.1,56.7,56.7,1.4,0.9,0.5,8.7,50.0,10.0, , ,0.0,0.9,31.9,10.9,1.0,1.6,0.8,151.7
UKR,Ukraine,Central and Eastern Europ,Eastern Europe,46480.7,6605.2,0,588417.29,6.8,74.1,97.0,51.2,97.0,96.9,52.5,8.5,77.7,51.1,99.5,94.3,94.8,96.9,52.5,8.5,100.0,77.7,55.3,51.1,95.3,93.2,99.5,93.2,93.8,100.0,93.8,100.0,31.7,,100.0,9.7,5.5, ,16.0,77.0,78.4,84.4,1.5,100.0,17.8,72.7,87.2,0.0,66.1,96.0,96.0,0.3,6.5,27.3,0.1,2.6,73695.8,58.9,,24.2,1.1,0.0,0.5, ,1.6,0.0,0.2,13.2,0.0,62.3,11.2,16.0,8.9,9.3,314.0
URY,Uruguay,Latin America and Caribbe,South America,3463.2,9897.8,0,174047.96,2.8,82.3,88.9,75.6,88.9,99.6,90.3,0.4,85.4,88.5,98.2,100.0,59.4,99.6,90.3,0.4,100.0,67.6,88.6,88.5,100.0,100.0,98.2,94.7,3.9,99.5,99.3,99.9,80.5,80.5,100.0,1.0,0.2, ,0.0,35.2,100.0,100.0,100.0,89.7,99.0,54.5,76.6,100.0,88.9,100.0,100.0,1.0,5.0,134.2,8.6,0.3,514102.0,88.3,88.3,0.0,1.1,0.0,0.0, ,0.0,0.0,0.6,0.0,4.8,0.0,0.1,12.0,14.4,0.8,103.0
USA,United States,North America,North America,298212.9,38165.3,0,9210753.38,4.3,81.0,98.5,63.5,98.5,44.0,73.1,65.3,83.5,56.1,99.6,100.0,94.8,44.0,73.1,65.3,100.0,72.4,77.9,56.1,100.0,100.0,99.6,94.7,97.8,89.2,88.0,0.0,69.7,69.7,100.0,74.7,84.9,58.3,38.0,75.1,69.7,77.5,73.4,65.7,86.6,86.4,56.3,73.7,38.2,100.0,100.0,0.2,5.0,22.6,200.8,5.1,940241961.0,81.8,81.8,21.3,1.0,0.4,8.5,58.3,3.8,0.0,0.2,19.1,16.0,16.8,1.8,19.0,24.9,2.6,573.0
UZB,Uzbekistan,Central and Eastern Europ,Central Asia,26593.1,1942.4,1,412711.17,12.4,65.0,78.2,51.7,78.2,97.9,48.1,23.9,83.6,46.9,98.2,65.4,51.0,97.9,48.1,23.9,100.0, ,67.2,46.9,61.4,69.4,98.2,24.2,53.3,100.0,95.8,99.9,42.8,,100.0,36.2,11.6, ,100.0, , ,75.2,66.8,100.0,93.9,0.0,88.5,0.0,52.2,67.0,82.0,1.0,72.0,75.5,0.7,1.8,262351.0,65.6,,42.1,1.3,0.2,1.2, ,10.0, , ,21.1,0.0,21.0,0.8,0.0,8.2,14.5,443.0
VEN,Venezuela,Latin America and Caribbe,South America,26749.1,6485.3,0,911835.87,4.2,80.0,88.5,71.6,88.5,97.5,69.5,74.9,72.8,68.4,94.6,66.9,97.8,97.5,69.5,74.9,87.7,74.7,55.9,68.4,62.6,71.1,94.6,94.7,100.0,99.5,96.1,99.0,49.6,,87.7,100.0,91.5,55.6,32.0,68.4,81.0,75.0,98.6,0.5,91.6,13.6,78.4,50.9,75.7,68.0,83.0,3.0,5.0,6.8,8.5,1.7,4298169.9,69.7,,9.7,1.0,0.5,9.1,55.6,3.2,0.0,0.3,21.3,46.4,0.9,1.1,3.0,13.4,4.2,225.0
VNM,Viet Nam,East Asia and the Pacific,South East Asia,84238.2,2924.8,0,328819.59,42.4,73.9,76.3,71.5,76.3,94.9,87.6,28.4,80.0,74.7,92.8,64.5,55.3,94.9,87.6,28.4,100.0,53.2,86.7,74.7,54.4,74.5,92.8,26.7,62.0,98.8,98.1,91.6,78.5,78.5,100.0,28.5,25.7,58.3,1.0,6.5,100.0,100.0,81.4,63.6,97.9,90.9,98.8,69.2,56.2,61.0,85.0,4.0,69.6,65.2,22.1,0.8,34337001.0,87.1,87.1,3.0,1.1,0.1,2.6,58.3,0.1,0.0,0.9,0.0,17.0,11.8,0.3,20.0,2.9,3.0,406.0
YEM,Yemen,Middle East and North Africa,Arabian Peninsula,20974.7,857.7,0,415203.04,12,49.7,48.2,51.2,48.2,98.3,19.2,0.8,84.7,61.1,47.7,38.7,58.7,98.3,19.2,0.8,100.0,83.3,70.9,61.1,33.3,44.0,47.7,56.2,40.4,100.0,96.6,100.0,0.0,,100.0,0.3,0.1, ,2.0,66.7,100.0,0.0,72.6,100.0,90.9,90.9,100.0,74.6,8.9,43.0,67.0,29.0,41.6,90.8,0.0,1.4,0.0,39.9,,55.9,1.0,0.0,0.0, ,0.2,0.0,0.3,95.5,0.0,17.3,1.2,20.0,1.7,2.6,845.5
ZAF,South Africa,Sub-Saharan Africa,Southern Africa,47431.8,10337.8,0,1217643.11,6.3,69.0,81.8,56.2,81.8,90.4,41.7,44.8,86.6,51.4,83.8,69.3,90.2,90.4,41.7,44.8,100.0,85.2,74.7,51.4,59.1,79.6,83.8,81.2,94.8,98.9,84.9,95.8,44.0,44.0,100.0,77.0,43.3,50.0,4.0,70.5,100.0,56.0,92.4,100.0,61.4,63.6,86.4,59.1,8.6,65.0,88.0,9.0,17.9,26.1,20.3,6.4,17102000.6,66.3,66.3,54.8,1.0,0.4,4.3,50.0,0.4,0.0,0.3,37.4,0.0,4.8,5.3,14.0,9.3,3.6,848.0
ZMB,Zambia,Sub-Saharan Africa,Southern Africa,11668.5,949.1,1,745317.51,1,55.1,30.8,79.4,30.8,65.3,64.6,99.9,73.0,81.0,24.3,38.0,36.8,65.3,64.6,99.9,77.9, ,68.2,81.0,47.4,28.7,24.3,8.1,67.9,31.9,96.7,33.9,29.4,,77.9,100.0,99.7, ,100.0, , ,100.0,99.9,100.0,0.0,40.9,81.2,62.6,99.3,55.0,58.0,42.0,87.3,58.2,1261.2,1.4,271204003.8,57.5,,0.1,0.9,0.5,10.0, ,10.0, , ,0.0,0.0,0.1,14.3,9.0,12.0,3.4,6.8
ZWE,Zimbabwe,Sub-Saharan Africa,Southern Africa,13009.5,1738.6,1,389053.02,0.5,69.3,67.8,70.8,67.8,94.4,53.4,91.1,68.7,68.1,74.8,56.4,65.3,94.4,53.4,91.1,64.4, ,73.0,68.1,45.0,67.7,74.8,24.6,93.0,91.1,98.9,89.8,29.4,,64.4,100.0,98.3,75.0,100.0, , ,98.3,99.6,100.0,67.2,0.0,96.8,69.3,38.3,53.0,81.0,14.0,71.6,28.3,165.6,0.4,41936901.1,57.5,,20.4,0.9,0.5,9.8,75.0,10.0, , ,1.4,0.0,0.3,4.5,0.0,3.9,3.0,572.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
