code,ISO3V10,Country,Regions,GDPCAP,GDPgroup,Population,Landarea,Landlock,No_forest,No_electricity,No_AZE,EPI,EH,EV,EHEH,EHAIR,EHWATER,EVAIR,EVWATER,EVBH,EVAG,EVFOREST,EVFISH,CLIMATE,CHMORT_pt,INDOOR_pt,PM25_pt,WATSUP_pt,ACSAT_pt,SO2CAP_pt,SO2GDP_pt,WATUSE_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,AGSUB_pt,POPs_pt,FORGRO_pt,FORLOSS_pt,FORCOV_pt,FSOC_pt,TCEEZ_pt,CO2CAP_pt,CO2GDP_pt,CO2KWH_pt,RENEW_pt,CHMORT_mrya,INDOOR_mrya,PM25_mrya,WATSUP_mrya,ACSAT_mrya,SO2CAP_mrya,SO2GDP_mrya,WATUSE_mrya,PACOV_mrya,MPAEEZ_mrya,AZE_mrya,AGSUB_mrya,POPs_mrya,FORGRO_mrya,FORLOSS_mrya,FORCOV_mrya,FSOC_mrya,TCEEZ_mrya,CO2CAP_mrya,CO2GDP_mrya,CO2KWH_mrya,RENEW_mrya,WATSUPINV,ACSATINV,WATUSEINV,FORCOVINV,FORGROINV,CHMORT_tr,INDOOR_tr,PM25_tr,WATSUP_tr,ACSAT_tr,SO2CAP_tr,SO2GDP_tr,WATUSE_tr,MPAEEZ_tr,AGSUB_tr,FORGRO_tr,FORLOSS_tr,FORCOV_tr,FSOC_tr,TCEEZ_tr,CO2CAP_tr,CO2GDP_tr,CO2KWH_tr
120,CMR,Cameroon,Sub-Saharan Africa,2046.13,Lower,19598889,465122.80,0,0,0,,42.97,19.85,52.87,13.30,33.62,19.18,57.70,40.34,43.12,37.09,72.58,21.85,75.51,13.30,3.12,64.11,24.79,13.57,66.22,49.18,40.34,53.94,63.44,10.28,55.63,0.00,100.00,100.00,17.74,43.70,0.00,100.00,72.51,30.80,70.11,0.0601,81,17.36,74,47,1.77,0.89,-1.350,9.17,0.22206896,10.28,0.0176,0,4.677,0.01,0.948,0.35,1.124849,245.42,0.13,85.35,69.95,26,53,1.350,0.0523,0.0000,-2.81,4.39,3.31,3.30,3.99,0.71,-0.03,0.30,-1.50,-4.01,-7.80,-4.20,-2.95,-0.85,0.12,5.62,-1.72,4.45
180,COD,Dem. Rep. Congo,Sub-Saharan Africa,311.47,Lower,65965795,2325405.93,0,0,1,,47.49,12.31,62.57,6.55,29.07,7.07,67.75,75.49,51.08,4.55,85.22,17.95,91.65,6.55,0.74,57.41,8.55,5.60,88.38,47.13,75.49,59.00,89.65,27.33,..,4.55,100.00,100.00,55.67,..,17.95,100.00,87.01,82.99,99.55,0.0828,95,19.35,46,23,0.27,1.00,-0.064,10.03,3.40297819,27.33,-9999,1,1.150,0.01,0.990,-8888,0.138731,43.46,0.06,1.28,99.55,54,77,0.064,0.0100,0.0000,-2.49,4.55,3.38,4.01,4.36,-0.61,0.07,-2.74,1.22,..,-7.80,-4.20,-4.59,..,-1.98,4.29,-2.16,0.58
178,COG,Congo,Sub-Saharan Africa,3808.09,Middle,4042899,343952.29,0,0,1,,47.18,21.20,58.32,20.78,28.22,15.01,27.00,62.91,58.58,66.67,95.02,34.18,64.44,20.78,2.53,53.91,22.38,7.64,33.84,20.16,62.91,55.41,87.82,..,100,0.00,100.00,100.00,85.05,57.08,11.28,100.00,48.56,18.53,63.95,0.0421,84,20.48,71,30,13.81,4.08,-0.191,9.42,2.81296788,-7777,0.0000,0,0.997,0.01,0.997,0.25,0.288928,451.06,0.32,213.18,63.95,29,70,0.191,0.0027,0.0026,-3.16,4.43,3.42,3.40,4.26,2.64,1.43,-1.65,1.03,-7.48,-5.79,-4.20,-5.86,-1.13,-1.24,6.17,-1.00,5.36
184,COK,Cook Islands,Asia & Pacific,9100.00,Middle,11488,229.12,0,1,0,,..,..,..,..,100.00,77.80,..,..,8.36,0.00,100.00,51.92,..,..,100,..,55.59,100,..,..,..,5.59,8.36,..,..,0.00,..,..,100.00,3.84,100.00,..,..,..,..,-9999,0,-9999,94,102,-9999,-9999,-8888,0.95,0.00071565,-7777,-9999,0,-8888,-7777,1.000,0.92,0.000007,-9999,-9999,-9999,-9999,6,0,..,0.0000,..,..,-2.30,..,1.95,0.00,..,..,..,-7.24,..,..,..,-8.56,-0.01,-11.85,..,..,..
170,COL,Colombia,Americas,8487.60,Middle,46294841,1144394.81,0,0,0,,62.33,55.55,65.23,59.16,64.67,39.22,61.10,53.42,84.43,46.94,62.24,30.31,72.75,59.16,29.34,100,49.86,28.59,58.81,63.38,53.42,89.06,99.12,58.89,24.95,90.91,..,66.83,59.95,13.01,47.60,97.39,69.62,22.43,72.84,0.0066,13,6.80,92,74,2.90,0.40,-0.435,15.14,9.12042183,58.89,0.1997,20,-8888,0.07,0.992,0.74,0.005303,1326.42,0.14,159.43,71.79,8,26,0.435,0.0083,..,-4.98,2.58,2.82,2.20,3.30,1.16,-0.75,-0.83,2.21,-1.61,..,-2.59,-4.77,-0.21,-5.24,7.21,-1.63,5.07
174,COM,Comoros,Sub-Saharan Africa,983.80,Lower,734750,1683.34,0,0,0,,..,24.50,..,29.86,3.97,34.33,..,73.95,0.00,66.67,33.33,68.71,..,29.86,3.97,..,59.11,9.55,..,..,73.95,0.00,0.00,0.00,100,0.00,0.00,100.00,0.00,41.51,95.92,..,..,..,..,0.0273,76,-9999,95,36,-9999,-9999,-0.073,0.00,0.00000000,0.00,0.0000,0,0.742,0.01,0.600,0.38,0.000026,-9999,-9999,-9999,-9999,5,64,0.073,0.4000,0.2576,-3.59,4.33,..,1.79,4.17,..,..,-2.61,-13.66,-7.48,-1.35,-4.20,-0.92,-0.81,-10.56,..,..,..
132,CPV,Cape Verde,Sub-Saharan Africa,3573.46,Middle,495999,4114.24,0,1,0,,..,46.05,..,71.78,14.68,25.96,..,17.19,0.06,0.00,100.00,40.21,..,71.78,14.68,..,35.34,16.58,..,..,17.19,14.65,0.00,0.00,..,0.00,100.00,..,100.00,20.42,60.00,..,..,..,..,0.0035,36,-9999,84,54,-9999,-9999,-10.026,2.49,0.00000000,0.00,-9999,0,1.000,-7777,1.012,0.63,0.001355,-9999,-9999,-9999,-9999,16,46,10.026,0.0000,0.0000,-5.57,3.59,..,2.83,3.85,..,..,2.31,-13.66,..,-7.80,..,-8.56,-0.36,-6.60,..,..,..
188,CRI,Costa Rica,Americas,10258.58,Middle,4658887,51452.02,0,0,0,,69.03,76.19,65.96,87.57,64.86,64.77,60.18,51.06,72.88,50.78,95.32,22.84,79.02,87.57,29.72,100,68.36,61.18,56.20,64.15,51.06,94.18,74.02,64.25,39.80,72.73,100.00,85.95,100.00,6.78,38.89,96.24,71.17,40.98,95.15,0.0015,13,2.35,97,95,3.44,0.38,-0.534,16.01,0.66828176,64.25,0.0622,16,1.092,0.03,1.046,0.86,0.013843,1369.79,0.13,39.83,94.05,3,5,0.534,0.0000,0.0000,-6.32,2.55,2.51,1.39,1.79,1.31,-0.79,-0.63,-0.40,-2.77,-7.80,-3.35,-8.56,-0.07,-4.28,7.24,-1.68,3.70
192,CUB,Cuba,Americas,9039.43,Middle,11257979,111269.62,0,0,0,,56.48,74.37,48.82,83.33,77.97,52.85,19.26,22.76,57.80,87.88,93.22,26.73,47.20,83.33,55.93,100,55.59,50.11,26.45,12.07,22.76,37.18,82.07,29.32,100,63.64,100.00,79.65,100.00,13.01,40.45,76.20,55.92,2.58,3.79,0.0019,2,2.92,94,91,21.60,6.17,-6.191,6.32,1.54467374,29.32,0.0000,14,1.062,0.04,1.064,0.74,0.011652,2395.77,0.24,697.91,0.88,6,9,6.191,0.0000,0.0000,-6.12,0.74,2.56,1.95,2.30,3.09,1.83,1.82,0.43,-7.48,-7.80,-3.10,-8.56,-0.21,-4.45,7.79,-1.22,6.55
136,CYM,Cayman Islands,Americas,44347.50,Upper,56230,282.03,0,1,0,,..,..,..,..,100.00,..,..,..,52.94,0.00,100.00,0.00,..,..,100,..,..,..,..,..,..,47.47,52.95,..,..,0.00,..,..,100.00,0.00,..,..,..,..,..,-9999,0,-9999,-8888,-8888,-9999,-9999,-8888,8.07,0.07447719,-7777,-9999,0,-8888,-8888,1.000,1.00,-8888,-9999,-9999,-9999,-9999,..,..,..,0.0000,..,..,-2.30,..,..,..,..,..,..,-2.60,..,..,..,-8.56,0.07,..,..,..,..
196,CYP,Cyprus,Europe,25803.90,Upper,1103647,9289.10,0,0,0,,57.15,100.00,38.79,100.00,100.00,100.00,28.20,1.07,61.00,40.57,88.94,37.55,23.83,100,100,..,100,100,20.08,36.33,1.07,100,55.45,..,22.22,77.27,100.00,66.83,100.00,41.03,34.07,27.24,40.00,1.85,0.08,0.0006,0,-9999,100,100,31.71,1.77,-40.459,17.00,0.09661123,-7777,0.2476,17,1.125,0.07,1.000,0.38,0.023513,9260.68,0.42,736.56,0.08,0,0,40.459,0.0000,0.0000,-7.01,-2.30,..,0.00,0.00,3.47,0.61,3.70,-2.34,-1.39,-7.80,-2.59,-8.56,-0.80,-3.75,9.14,-0.74,6.60
203,CZE,Czech Republic,Europe,22557.46,Upper,10525090,78778.88,1,0,0,,64.79,96.02,51.41,97.99,100.00,88.10,36.41,32.93,84.12,50.79,93.22,..,21.72,97.99,100,100,100,76.20,26.64,46.17,32.93,84.12,..,..,28.45,95.45,100.00,79.65,100.00,..,..,22.84,33.16,8.43,5.70,0.0008,0,6.70,100,98,21.36,1.05,-2.566,14.30,-7777,-7777,0.1518,21,1.045,0.04,1.004,-7777,-7777,10453.52,0.53,451.82,3.43,0,2,2.566,0.0000,0.0000,-6.81,-2.30,2.82,0.00,1.10,3.07,0.12,0.94,..,-1.88,-7.80,-3.10,-8.56,..,..,9.26,-0.54,6.11
276,DEU,Germany,Europe,33498.88,Upper,81702329,357053.70,0,0,0,,66.91,98.99,53.16,97.99,100.00,100.00,58.87,31.75,100.00,46.86,55.61,9.33,30.05,97.99,100,100,100,100,45.04,72.70,31.75,100,100,..,29.39,81.82,0.00,66.83,100.00,14.06,4.60,27.63,46.98,10.20,16.03,0.0008,0,8.40,100,100,6.95,0.22,-2.843,17.00,33.47724206,-7777,0.1411,18,0.638,0.07,1.000,0.73,0.602744,9162.60,0.33,396.17,10.90,0,0,2.843,0.0000,0.3616,-6.81,-2.30,2.91,0.00,0.00,1.98,-1.22,1.05,3.51,-1.95,-1.02,-2.59,-8.56,-0.23,-0.51,9.13,-0.95,5.98
262,DJI,Djibouti,Sub-Saharan Africa,2087.17,Lower,888716,21800.85,0,1,0,,..,37.44,..,25.39,65.29,33.69,..,45.30,5.79,84.85,100.00,29.50,..,25.39,30.58,100,49.86,17.52,..,..,45.30,0.00,60.47,..,100,54.55,100.00,..,100.00,0.00,59.01,..,..,..,..,0.0338,12,4.58,92,56,-9999,-9999,-0.879,0.00,0.16304630,-7777,0.0000,12,1.000,-7777,1.000,1.00,0.001511,-9999,-9999,-9999,-9999,8,44,0.879,0.0000,0.0000,-3.38,2.49,2.68,2.20,3.81,..,..,-0.13,-1.81,-7.48,-7.80,..,-8.56,0.07,-6.49,..,..,..
212,DMA,Dominica,Americas,8897.93,Middle,67757,758.57,0,0,0,,..,..,..,..,..,46.57,..,66.04,39.43,0.00,53.95,56.55,..,..,..,..,59.11,34.03,..,..,66.04,80.06,38.25,..,..,0.00,..,85.95,37.94,71.31,41.80,..,..,..,..,-9999,-9999,-9999,95,80,-9999,-9999,-0.145,13.61,0.01610739,-7777,-9999,0,-8888,0.03,0.978,0.17,0.010050,-9999,-9999,-9999,-9999,5,20,0.145,0.0217,..,..,..,..,1.79,3.04,..,..,-1.92,-4.13,..,..,-3.35,-3.82,-1.44,-4.60,..,..,..
208,DNK,Denmark,Europe,32608.20,Upper,5544139,43010.15,0,0,0,,63.61,98.99,48.44,97.99,100.00,100.00,67.33,29.72,61.32,51.54,86.96,8.49,34.91,97.99,100,100,100,100,53.77,80.90,29.72,30.06,84.13,..,31.86,90.91,100.00,60.89,100.00,16.98,0.00,30.48,51.03,14.89,27.64,0.0008,0,3.58,100,100,4.02,0.12,-3.387,5.11,1.91480013,-7777,0.1162,20,1.412,0.09,1.019,0.68,2.607847,8471.58,0.29,279.39,18.55,0,0,3.387,0.0000,0.0000,-6.81,-2.30,2.61,0.00,0.00,1.46,-1.63,1.22,0.65,-2.15,-7.80,-2.35,-8.56,-0.29,0.96,9.05,-1.07,5.63
214,DOM,Dominican Republic,Americas,8386.92,Middle,9927320,48392.54,0,0,0,,52.44,58.47,49.86,64.74,66.60,37.79,40.82,22.61,52.00,45.55,93.22,40.17,56.07,64.74,33.20,100,38.20,37.37,40.92,40.71,22.61,0.00,82.42,0.00,20.60,95.45,100.00,79.65,100.00,34.83,45.51,86.66,65.26,9.37,9.97,0.0050,10,3.28,86,83,8.96,1.40,-6.271,0.00,1.60319044,0.00,0.2757,21,1.906,0.04,1.000,0.44,0.006677,1790.57,0.17,421.17,9.77,14,17,6.271,0.0000,0.0000,-5.24,2.31,2.59,2.71,2.89,2.22,0.39,1.84,0.47,-1.29,-7.80,-3.10,-8.56,-0.67,-5.01,7.51,-1.50,6.04
12,DZA,Algeria,Middle East & North Africa,7520.79,Middle,35468208,2324668.37,0,0,0,,48.56,66.64,40.81,59.47,100.00,47.61,61.72,30.73,37.71,60.98,25.72,29.13,40.71,59.47,100,100,34.04,61.18,59.54,63.89,30.73,37.12,51.27,..,64.20,54.55,0.00,45.56,31.61,34.65,23.61,72.54,41.11,5.43,0.80,0.0065,0,5.64,83,95,2.77,0.39,-3.105,6.31,0.06251746,-7777,0.0087,12,0.655,0.17,0.971,0.44,0.074353,2651.46,0.41,564.66,0.80,17,5,3.105,0.0286,0.3448,-4.99,-2.30,2.75,2.89,1.79,1.11,-0.77,1.13,-2.77,-4.68,-1.06,-1.74,-3.55,-0.66,-2.60,7.89,-0.78,6.34
218,ECU,Ecuador,Americas,7325.00,Middle,14464739,258165.72,0,0,0,,60.55,72.14,55.59,67.28,100.00,53.99,47.16,35.73,93.91,54.96,20.07,28.04,52.65,67.28,100,100,55.59,52.39,46.58,47.74,35.73,91.88,100,80.66,43.81,77.27,..,50.28,4.97,19.12,36.96,81.11,36.76,20.38,55.60,0.0044,0,5.28,94,92,6.31,0.96,-2.013,15.62,12.92235423,80.66,0.0453,17,-8888,0.14,0.909,0.64,0.017114,2090.14,0.47,185.73,53.54,6,8,2.013,0.0910,..,-5.36,-2.30,2.73,1.95,2.20,1.89,0.04,0.70,2.56,-3.08,..,-1.93,-2.39,-0.33,-4.07,7.66,-0.64,5.23
818,EGY,Egypt,Middle East & North Africa,5676.14,Middle,81121077,987472.45,0,0,0,,55.18,74.81,46.77,71.78,84.67,71.01,42.13,9.75,42.99,95.45,100.00,28.30,43.59,71.78,100,69.34,84.18,57.84,45.20,39.06,9.75,34.71,85.57,..,100,86.36,100.00,100.00,100.00,24.22,32.39,80.71,36.07,8.03,10.07,0.0035,0,15.95,99,94,6.88,1.53,-19.091,5.90,2.22571073,-7777,-0.0260,19,1.000,0.00,1.045,0.57,0.028312,2113.34,0.48,465.54,10.07,1,6,19.091,0.0000,0.0000,-5.57,-2.30,3.26,0.69,1.95,1.97,0.47,2.95,0.80,-7.48,-7.80,-5.30,-8.56,-0.44,-3.56,7.67,-0.62,6.14
232,ERI,Eritrea,Sub-Saharan Africa,489.70,Lower,5253676,123059.77,0,1,1,,38.39,33.61,40.44,39.98,44.94,9.53,55.42,30.00,22.24,0.00,65.17,27.77,74.07,39.98,6.74,83.15,15.82,3.23,73.89,36.95,30.00,29.35,0.00,..,..,0.00,..,100.00,47.76,25.40,30.14,100.00,78.31,3.66,0.68,0.0168,63,12.73,61,14,1.02,1.71,-3.308,4.99,0.00000000,-7777,-9999,0,-8888,0.00,0.986,0.56,0.036253,92.57,0.10,644.07,0.68,39,86,3.308,0.0142,..,-4.07,4.14,3.12,3.69,4.47,0.26,0.58,1.20,-13.66,..,..,-5.30,-4.24,-0.47,-3.32,4.80,-1.89,6.47
732,ESH,Western Sahara,Middle East & North Africa,2422.75,Middle,491519,268004.39,0,1,0,,..,..,..,49.50,86.67,..,..,..,57.08,0.00,50.00,24.47,..,49.50,..,86.67,..,..,..,..,..,33.29,79.88,..,..,0.00,0.00,..,100,21.55,27.39,..,..,..,..,0.0106,-9999,12.02,-8888,-8888,-9999,-9999,-9999,5.66,1.23052453,-9999,-9999,0,0.684,-9999,1.000,0.61,0.049070,-9999,-9999,-9999,-9999,..,..,..,0.0000,0.3158,-4.52,..,3.09,..,..,..,..,..,0.21,..,-1.15,..,-8.56,-0.39,-3.01,..,..,..
724,ESP,Spain,Europe,26934.43,Upper,46081574,506659.44,0,0,0,,60.31,98.99,43.73,97.99,100.00,100.00,33.77,5.73,74.19,20.79,84.67,18.99,39.52,97.99,100,100,100,100,21.56,45.98,5.73,50.41,74.24,100,31.18,0.00,100,54.01,100,26.01,11.97,41.99,53.19,16.11,25.28,0.0008,0,6.38,100,100,29.01,1.06,-27.031,8.57,0.68394840,100.00,0.1225,0,1.027,0.12,1.051,0.55,0.267727,6169.74,0.27,255.14,24.10,0,0,27.031,0.0000,0.0000,-6.81,-2.30,2.80,0.00,0.00,3.38,0.13,3.30,-0.38,-2.09,-7.80,-2.08,-8.56,-0.48,-1.32,8.73,-1.14,5.54
233,EST,Estonia,Europe,16353.21,Upper,1339646,45257.38,0,0,0,,56.09,70.48,49.92,75.41,63.05,68.05,8.42,49.90,100.00,53.46,77.19,31.53,16.45,75.41,26.09,100,74.93,61.18,2.50,14.34,49.90,100,100,..,32.46,95.45,100.00,85.95,45.63,15.57,47.49,21.18,22.03,2.73,6.16,0.0029,16,3.45,98,95,90.97,5.50,-0.590,17.00,18.14041743,-7777,0.1109,21,1.004,0.03,0.984,0.70,0.005371,10942.47,0.77,690.21,2.59,2,5,0.590,0.0155,0.0000,-5.74,2.80,2.60,1.10,1.79,4.51,1.72,-0.53,2.90,-2.19,-7.80,-3.35,-4.15,-0.26,-5.23,9.30,-0.20,6.54
231,ETH,Ethiopia,Sub-Saharan Africa,933.84,Lower,82949541,1134616.89,1,0,1,,52.71,22.68,65.57,22.33,41.96,4.10,68.54,37.74,67.56,68.18,47.15,..,81.30,22.33,0.74,83.19,5.45,2.74,83.67,53.41,37.74,85.41,..,31.86,100,4.55,24.50,100.00,16.95,..,..,100.00,86.16,26.31,87.63,0.0391,95,12.72,38,12,0.45,0.71,-1.693,14.52,-7777,31.86,-0.0326,1,0.927,0.01,0.946,-7777,-7777,89.57,0.07,119.34,87.63,62,88,1.693,0.0542,0.0727,-3.23,4.55,3.12,4.14,4.49,-0.33,-0.25,0.53,..,-7.48,-2.62,-4.20,-2.91,..,..,4.78,-2.13,4.79
246,FIN,Finland,Europe,31532.55,Upper,5363624,337320.78,0,0,0,,64.44,100.00,49.20,100.00,100.00,100.00,48.66,55.52,52.34,54.16,86.13,42.16,31.55,100,100,100,100,100,34.91,62.40,55.52,49.29,89.13,..,33.51,95.45,100.00,58.38,100.00,27.87,56.44,23.37,45.07,20.54,30.10,0.0007,0,0.35,100,100,12.94,0.42,-0.363,8.38,3.22464079,-7777,0.1020,21,1.014,0.10,1.000,0.52,0.002005,10303.25,0.36,183.45,18.00,0,0,0.363,0.0000,0.0000,-6.91,-2.30,2.34,0.00,0.00,2.58,-0.70,-1.01,1.17,-2.28,-7.80,-2.25,-8.56,-0.52,-6.21,9.24,-0.89,5.21
242,FJI,Fiji,Asia & Pacific,4060.24,Middle,860623,19029.68,0,0,0,,..,..,..,66.84,10.61,..,..,75.46,28.91,70.45,84.67,43.19,..,66.84,10.61,..,..,..,..,..,75.46,8.00,32.73,18.71,62.49,86.36,..,54.01,100.00,24.57,61.81,..,..,..,..,0.0045,48,-9999,-8888,-8888,-9999,-9999,-0.064,1.36,0.00906612,18.71,0.0101,19,-8888,0.12,1.017,0.57,0.001110,-9999,-9999,-9999,-9999,..,..,0.064,0.0000,..,-5.34,3.87,..,..,..,..,..,-2.74,-4.70,-4.54,..,-2.08,-8.56,-0.45,-6.80,..,..,..
238,FLK,Falkland Islands,Americas,36904.5,Upper,3140,16250.91,0,1,0,,..,..,..,..,..,..,..,85.95,34.84,0.00,..,27.90,..,..,..,..,..,..,..,..,85.95,3.65,35.83,..,..,0.00,..,..,..,33.73,22.06,..,..,..,..,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.025,0.62,0.01251792,-7777,-9999,0,-7777,-7777,-8888,0.45,0.088178,-9999,-9999,-9999,-9999,..,..,0.025,..,..,..,..,..,..,..,..,..,-3.65,-4.38,..,..,..,..,-0.64,-2.43,..,..,..
250,FRA,France,Europe,29647.91,Upper,64876618,549096.13,0,0,0,,69.00,98.88,56.20,97.99,99.53,100.00,54.94,30.66,80.75,52.37,85.37,32.20,44.60,97.99,100,99.06,100,100,41.50,68.37,30.66,76.88,81.61,..,30.82,95.45,100.00,56.10,100.00,41.99,22.41,46.20,60.16,36.21,12.99,0.0008,0,9.80,100,100,8.64,0.29,-3.124,13.07,1.47251034,-7777,0.1260,21,1.048,0.11,1.015,0.37,0.084926,5493.55,0.21,56.97,12.22,0,0,3.124,0.0000,0.0000,-6.81,-2.30,2.99,0.00,0.00,2.19,-1.00,1.14,0.39,-2.07,-7.80,-2.16,-8.56,-0.82,-2.47,8.62,-1.35,4.05
234,FRO,Faeroe Islands,Europe,31284.61,Upper,48708,1450.93,0,1,0,,..,..,..,..,..,..,..,99.39,0.00,0.00,..,17.49,..,..,..,..,..,..,..,..,99.39,0.00,0.00,..,..,0.00,..,..,..,26.99,7.99,..,..,..,..,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.008,0.00,0.00000000,-7777,-9999,0,-7777,-7777,-9999,0.53,0.415149,-9999,-9999,-9999,-9999,..,..,0.008,..,..,..,..,..,..,..,..,..,-4.81,-13.66,..,..,..,..,-0.50,-0.88,..,..,..
583,FSM,Micronesia,Asia & Pacific,2878.10,Middle,111064,657.45,0,1,0,,..,38.48,..,55.52,11.86,31.02,..,..,13.83,0.00,66.67,54.90,..,55.52,11.86,..,55.59,6.45,..,..,..,18.47,18.44,0.00,..,0.00,0.00,100.00,100.00,9.80,100.00,..,..,..,..,0.0079,44,-9999,94,26,-9999,-9999,-8888,3.14,0.00204618,0.00,-9999,0,0.664,0.01,1.000,0.80,0.000001,-9999,-9999,-9999,-9999,6,74,..,0.0000,0.3360,-4.80,3.79,..,1.95,4.32,..,..,..,-6.19,..,-1.09,-4.20,-8.56,-0.14,-13.42,..,..,..
266,GAB,Gabon,Sub-Saharan Africa,13489.45,Middle,1505463,266364.32,0,0,0,,57.91,37.27,66.76,32.72,59.46,24.17,45.11,100.00,62.87,66.67,100.00,26.18,67.32,32.72,18.91,100,39.78,8.57,38.75,51.47,100,89.35,75.33,0.00,100,0.00,100.00,100.00,100.00,32.94,19.42,100.00,62.13,16.93,53.60,0.0238,27,8.53,87,33,10.23,0.79,0.005,15.19,0.76576590,0.00,0.0000,0,1.010,0.01,1.000,0.46,0.117962,1149.41,0.19,240.10,53.18,13,67,0.000,0.0000,0.0000,-3.73,3.30,2.92,2.64,4.22,2.35,-0.15,-7.41,-0.27,-7.48,-7.80,-4.20,-8.56,-0.63,-2.14,7.07,-1.41,5.48
826,GBR,United Kingdom,Europe,32187.05,Upper,62218761,244840.71,0,0,0,,68.82,98.07,56.29,96.15,100.00,100.00,51.30,35.48,100.00,43.69,86.13,15.08,33.46,96.15,100,100,100,100,36.99,65.60,35.48,100,100,..,26.90,77.27,100,58.38,100,11.71,18.44,34.72,53.34,10.82,6.78,0.0009,0,4.35,100,100,11.40,0.35,-2.057,17.00,18.38299819,-7777,0.1714,17,1.115,0.10,1.013,0.77,0.131351,7538.22,0.27,378.34,3.92,0,0,2.057,0.0000,0.0000,-6.73,-2.30,2.66,0.00,0.00,2.46,-0.86,0.72,2.91,-1.76,-7.80,-2.25,-8.56,-0.18,-2.03,8.93,-1.14,5.94
268,GEO,Georgia,Eastern Europe & Central Asia,4550.19,Middle,4452800,69889.80,0,0,0,,56.84,75.44,48.88,88.78,56.14,68.05,56.41,27.87,28.36,38.39,90.85,45.38,66.79,88.78,12.28,100,74.93,61.18,60.16,52.66,27.87,21.35,57.77,..,57.59,0.00,100.00,100.00,72.56,0.00,90.76,97.22,45.67,25.25,86.61,0.0014,43,8.34,98,95,2.66,0.74,-3.976,3.63,0.12300422,-7777,0.0151,0,1.013,0.01,0.995,1.00,0.000046,1332.75,0.35,129.19,86.61,2,5,3.976,0.0047,0.0000,-6.38,3.76,2.91,1.10,1.79,1.08,-0.21,1.38,-2.10,-4.16,-7.80,-4.20,-5.32,0.07,-9.99,7.22,-0.91,4.87
288,GHA,Ghana,Sub-Saharan Africa,1468.82,Lower,24391823,239888.71,0,0,0,,47.50,31.62,54.30,33.99,40.62,17.90,59.43,31.15,45.13,87.88,38.93,31.77,73.94,33.99,2.69,78.55,32.81,2.99,71.70,47.17,31.15,78.06,8.29,..,100,63.64,15.02,100.00,1.76,40.32,23.23,100.00,69.64,20.33,76.77,0.0224,83,13.72,82,13,1.20,0.99,-2.994,13.27,0.00070993,-7777,-0.0062,14,0.907,0.00,0.895,0.39,0.077587,378.52,0.14,186.43,76.77,18,87,2.994,0.1046,0.0935,-3.79,4.42,3.17,2.94,4.48,0.39,0.07,1.10,-7.25,-7.48,-2.37,-5.30,-2.26,-0.78,-2.56,6.01,-1.63,5.23
292,GIB,Gibraltar,Europe,42363.60,Upper,29244,6.83,0,1,0,,..,..,..,..,..,..,33.41,..,2.70,0.00,100.00,..,12.75,..,..,..,..,..,18.31,48.52,..,30.12,0.00,..,..,0.00,..,100.00,..,..,..,4.60,31.12,1.66,0.00,-9999,-9999,-9999,-9999,-9999,35.28,0.92,-8888,5.12,0.00000000,-7777,-9999,0,-7777,0.00,-8888,-8888,-8888,17262.66,0.57,747.13,0.00,..,..,..,..,..,..,..,..,..,..,3.57,0.00,..,-13.66,..,..,-5.30,..,..,..,9.76,-0.48,6.62
324,GIN,Guinea,Sub-Saharan Africa,978.37,Lower,9981590,246197.40,0,0,0,,..,22.13,..,13.90,47.25,13.45,..,69.65,46.42,40.91,65.00,16.97,..,13.90,0.29,94.21,22.38,4.52,..,..,69.65,39.94,0.00,99.61,..,40.91,61.85,100.00,33.17,15.57,18.36,..,..,..,..,0.0584,98,10.62,71,19,-9999,-9999,-0.106,6.79,0.00000000,99.61,-9999,9,0.973,0.00,0.973,0.70,0.132628,-9999,-9999,-9999,-9999,29,81,0.106,0.0268,0.0269,-2.84,4.59,3.03,3.40,4.41,..,..,-2.24,-13.66,..,-3.60,-5.30,-3.61,-0.26,-2.02,..,..,..
312,GLP,Guadeloupe,Americas,8103.82,Middle,452776,1732.32,0,0,0,,..,..,..,97.99,..,74.93,..,47.95,55.04,0.00,98.13,79.27,..,97.99,..,..,74.93,..,..,..,47.95,77.65,55.26,53.01,..,0.00,..,94.40,100.00,100.00,58.54,..,..,..,..,0.0008,-9999,-9999,98,-8888,-9999,-9999,-0.699,13.20,0.09471145,53.01,-9999,0,-8888,0.02,1.000,0.00,0.001591,-9999,-9999,-9999,-9999,2,..,0.699,0.0000,..,-6.81,..,..,1.10,..,..,..,-0.36,-2.36,..,..,-3.69,-8.56,-2.64,-6.44,..,..,..
